Categoria,Marca,Modelo,Versão,Motor,Tipo de Propulsão (Combustão / Híbrido / Plug-in / Elétrico),Transmissão e Velocidades (Manual=M / Automática=A / Dupla Embreagem=DCT / Automatizada=MTA / Contínua=CVT),Ar Condicionado (S=Sim / N=Não),Direção Assistida (H=Hidráulica / M=Mecânica / E=Elétrica / E-H=Eletro-hidráulica),Combustível (E=Elétrico / G=Gasolina / F=Flex / D=Diesel),Emissões Poluentes - NMOG+NOx (mg/km),Emissões Poluentes - CO (mg/km),Emissões Poluentes - CHO Aldeídos (mg/km),Emissões Poluentes - Redução Relativa ao Limite (A=≥40% abaixo PROCONVE L7 / B=<40%),Emissões GEE - CO2 Fóssil Etanol (g/km),Emissões GEE - CO2 Fóssil Gasolina ou Diesel (g/km),Emissões GEE - CO2e Fóssil VEHP Plug-in (g/km),Consumo Etanol - Cidade (km/l),Consumo Etanol - Estrada (km/l),Consumo Gasolina ou Diesel - Cidade (km/l),Consumo Gasolina ou Diesel - Estrada (km/l),Consumo Elétrico - Cidade (km/le),Consumo Elétrico - Estrada (km/le),Consumo Energético (MJ/km),Autonomia Modo Elétrico (km),Classificação PBE - Relativa na Categoria (A=Mais Eficiente / B / C / D / E=Menos Eficiente),Classificação PBE - Absoluta Geral (A=Mais Eficiente / B / C / D / E=Menos Eficiente),Selo CONPET de Eficiência Energética (SIM / NÃO),Transmissão - Tipo,Transmissão - Nº Velocidades,Combustível - Descrição,Consumo Gasolina ou Diesel - Combinado (km/l),Consumo Etanol - Combinado (km/l),Consumo Elétrico - Combinado (km/le),Faixa CO2 Gasolina/Diesel (g/km),Zero Emissão (Elétrico Puro),Eletrificado (Elétrico/Híbrido/Plug-in)
Extra Grande,Mercedes-Benz,AMG GLB35 4M,2025,2.0-16V,Híbrido,DCT-8,S,E,G,9.0,142.0,0.0,A,,151.0,,,,8.4,9.8,,,2.46,,D,D,NÃO,DCT,8.0,Gasolina,9.03,,,151-200,False,True
Extra Grande,Mercedes-Benz,AMG GLB35 4M,,2.0-16V,Combustão,DCT-8,S,E,G,16.0,129.0,1.0,A,,152.0,,,,8.4,10.0,,,2.45,,D,D,NÃO,DCT,8.0,Gasolina,9.12,,,151-200,False,False
Extra Grande,Mercedes-Benz,AMG GLB35 4M,,2.0-16V,Híbrido,DCT-8,S,E,G,11.0,121.0,0.0,A,,153.0,,,,8.3,9.7,,,2.49,,D,D,NÃO,DCT,8.0,Gasolina,8.93,,,151-200,False,True
Extra Grande,Mercedes-Benz,AMG GLC43,(L8),2.0-16V,Híbrido,A-9,S,E,G,16.0,49.0,1.0,A,,172.0,,,,7.2,9.2,,,2.79,,E,E,NÃO,A,9.0,Gasolina,8.1,,,151-200,False,True
Extra Grande,Mercedes-Benz,AMG GLC43,2025,2.0-16V,Híbrido,A-9,S,E,G,18.0,123.0,1.0,A,,186.0,,,,6.8,8.4,,,3.01,,E,E,NÃO,A,9.0,Gasolina,7.52,,,151-200,False,True
Extra Grande,Mercedes-Benz,AMG GLC43,Coupé,3.0-24V,Combustão,A-9,S,E,G,14.0,176.0,2.0,A,,184.0,,,,6.8,8.7,,,2.98,,E,E,NÃO,A,9.0,Gasolina,7.65,,,151-200,False,False
Extra Grande,Mercedes-Benz,AMG GLC43,Coupé (2025),2.0-16V,Híbrido,A-9,S,E,G,18.0,123.0,1.0,A,,186.0,,,,6.8,8.4,,,3.01,,E,E,NÃO,A,9.0,Gasolina,7.52,,,151-200,False,True
Extra Grande,Mercedes-Benz,AMG GLC43,Coupé (L8),2.0-16V,Híbrido,A-9,S,E,G,16.0,49.0,1.0,A,,172.0,,,,7.2,9.2,,,2.79,,E,E,NÃO,A,9.0,Gasolina,8.1,,,151-200,False,True
Extra Grande,Mercedes-Benz,AMG GLC43,,3.0-24V,Combustão,A-9,S,E,G,14.0,176.0,2.0,A,,184.0,,,,6.8,8.7,,,2.98,,E,E,NÃO,A,9.0,Gasolina,7.65,,,151-200,False,False
Extra Grande,Mercedes-Benz,AMG GLC63S EP,,2.0-16V,Plug-in,A-9,S,E,G,12.0,417.0,1.0,A,,184.0,,,,7.2,7.8,6.3,7.6,2.98,,E,E,NÃO,A,9.0,Gasolina,7.47,,6.88,151-200,False,True
Extra Grande,Mercedes-Benz,AMG GLE53 4M,(L8),3.0-24V,Híbrido,A-9,S,E,G,14.0,114.0,1.0,A,,175.0,,,,7.2,8.9,,,2.84,,E,E,NÃO,A,9.0,Gasolina,7.96,,,151-200,False,True
Extra Grande,Mercedes-Benz,AMG GLE53 4M,,3.0-24V,Híbrido,A-9,S,E,G,14.0,391.0,2.0,A,,179.0,,,,7.0,8.6,,,2.92,,E,E,NÃO,A,9.0,Gasolina,7.72,,,151-200,False,True
Extra Grande,Mercedes-Benz,AMG GLE63 S CO,Coupé,4.0-32V,Híbrido,A-9,S,E,G,24.0,188.0,15.0,B,,212.0,,,,5.9,7.4,,,3.45,,E,E,NÃO,A,9.0,Gasolina,6.58,,,201-250,False,True
Extra Grande,Mercedes-Benz,AMG GLE63 S CO,Coupé 2025,4.0-32V,Híbrido,A-9,S,E,G,19.0,177.0,1.0,A,,215.0,,,,5.9,7.3,,,3.48,,E,E,NÃO,A,9.0,Gasolina,6.53,,,201-250,False,True
Extra Grande,Mercedes-Benz,AMG GT63S EP,,4.0-32V,Plug-in,A-9,S,E,G,11.0,380.0,1.0,A,,203.0,,,,6.3,7.1,5.5,6.8,3.37,,E,E,NÃO,A,9.0,Gasolina,6.66,,6.09,201-250,False,True
Extra Grande,Mercedes-Benz,AMG S63 EP,,4.0-32V,Plug-in,A-9,S,E,G,11.0,318.0,2.0,A,,194.0,,,,6.5,7.9,5.7,7.7,3.14,,E,E,NÃO,A,9.0,Gasolina,7.13,,6.6,151-200,False,True
Extra Grande,Mercedes-Benz,C200,AMG LINE,1.5-16V,Híbrido,A-9,S,E,G,19.0,65.0,0.0,A,,110.0,,,,11.1,13.9,,,1.78,,B,C,NÃO,A,9.0,Gasolina,12.36,,,101-150,False,True
Extra Grande,Mercedes-Benz,C300,AMG LINE,2.0-16V,Híbrido,A-9,S,E,G,15.0,91.0,0.0,A,,118.0,,,,10.4,12.9,,,1.92,,B,C,NÃO,A,9.0,Gasolina,11.53,,,101-150,False,True
Extra Grande,Mercedes-Benz,CLA200,AMG LINE,1.3-16V,Híbrido,A-7,S,E,G,33.0,125.0,3.0,B,,104.0,,,,12.0,14.0,,,1.68,,A,C,NÃO,A,7.0,Gasolina,12.9,,,101-150,False,True
Extra Grande,Mercedes-Benz,CLA200,PROGRESSIVE,1.3-16V,Híbrido,A-7,S,E,G,33.0,125.0,3.0,B,,104.0,,,,12.0,14.0,,,1.68,,A,C,NÃO,A,7.0,Gasolina,12.9,,,101-150,False,True
Extra Grande,Mercedes-Benz,CLA250,,2.0-16V,Combustão,DCT-7,S,E,G,17.0,166.0,1.0,A,,124.0,,,,9.5,13.3,,,2.01,,C,C,NÃO,DCT,7.0,Gasolina,11.21,,,101-150,False,False
Extra Grande,Mercedes-Benz,E300,EXCLUSIVE,2.0-16V,Combustão,A-9,S,E,G,12.0,262.0,1.0,A,,136.0,,,,8.9,12.0,,,2.19,,C,D,NÃO,A,9.0,Gasolina,10.3,,,101-150,False,False
Extra Grande,Mercedes-Benz,E300,EXCLUSIVE,2.0-16V,Híbrido,A-9,S,E,G,22.0,111.0,6.0,B,,128.0,,,,9.5,12.3,,,2.08,,C,D,NÃO,A,9.0,Gasolina,10.76,,,101-150,False,True
Extra Grande,Mercedes-Benz,E300,EXCLUSIVE (L8),2.0-16V,Híbrido,A-9,S,E,G,22.0,79.0,2.0,A,,122.0,,,,9.9,12.8,,,1.98,,B,C,NÃO,A,9.0,Gasolina,11.21,,,101-150,False,True
Extra Grande,Mercedes-Benz,EQA 250,,Elétrico,Elétrico,A-1,S,E,E,,,,A,,,,,,,,34.6,31.2,0.62,304.0,A,A,NÃO,A,1.0,Elétrico,,,33.07,,True,True
Extra Grande,Mercedes-Benz,EQB 250,,Elétrico,Elétrico,A-1,S,E,E,,,,A,,,,,,,,33.1,30.0,0.64,291.0,A,A,NÃO,A,1.0,Elétrico,,,31.7,,True,True
Extra Grande,Mercedes-Benz,EQB 350 4M,,Elétrico,Elétrico,A-1,S,E,E,,,,A,,,,,,,,30.0,29.2,0.69,272.0,A,A,NÃO,A,1.0,Elétrico,,,29.64,,True,True
Extra Grande,Mercedes-Benz,EQB250+,,Elétrico,Elétrico,A-1,S,E,E,,,,A,,,,,,,,40.3,36.6,0.53,376.0,A,A,NÃO,A,1.0,Elétrico,,,38.64,,True,True
Extra Grande,Mercedes-Benz,EQC400 4M,,Elétrico,Elétrico,A-1,S,E,E,,,,A,,,,,,,,24.2,23.7,0.85,271.0,A,A,NÃO,A,1.0,Elétrico,,,23.98,,True,True
Extra Grande,Mercedes-Benz,EQE 300,,Elétrico,Elétrico,A-1,S,E,E,,,,A,,,,,,,,29.4,28.3,0.7,369.0,A,A,NÃO,A,1.0,Elétrico,,,28.9,,True,True
Extra Grande,Mercedes-Benz,EQE300,SUV,Elétrico,Elétrico,A-1,S,E,E,0.0,0.0,0.0,A,,,,,,,,29.9,27.9,0.7,367.0,A,A,NÃO,A,1.0,Elétrico,,,29.0,,True,True
Extra Grande,Mercedes-Benz,EQE350,SUV,Elétrico,Elétrico,A-1,S,E,E,,,,A,,,,,,,,30.7,28.1,0.69,406.0,A,A,NÃO,A,1.0,Elétrico,,,29.53,,True,True
Extra Grande,Mercedes-Benz,EQE350,,Elétrico,Elétrico,A-1,S,E,E,,,,A,,,,,,,,31.4,31.0,0.65,421.0,A,A,NÃO,A,1.0,Elétrico,,,31.22,,True,True
Extra Grande,Mercedes-Benz,EQS450,,Elétrico,Elétrico,A-1,S,E,E,0.0,0.0,0.0,A,,,,,,,,27.5,25.9,0.76,411.0,A,A,NÃO,A,1.0,Elétrico,,,26.78,,True,True
Extra Grande,Mercedes-Benz,EQS450 4M,,Elétrico,Elétrico,A-1,S,E,E,,,,A,,,,,,,,29.3,27.3,0.72,470.0,A,A,NÃO,A,1.0,Elétrico,,,28.4,,True,True
Extra Grande,Mercedes-Benz,GLB200,PROGRESSIVE,1.3-16V,Híbrido,A-7,S,E,G,36.0,220.0,2.0,B,,124.0,,,,10.1,12.0,,,2.01,,C,C,NÃO,A,7.0,Gasolina,10.96,,,101-150,False,True
Extra Grande,Mercedes-Benz,GLB200,PROGRESSIVE(L7),1.3-16V,Combustão,DCT-7,S,E,G,35.0,113.0,2.0,A,,123.0,,,,10.0,12.4,,,1.99,,C,C,NÃO,DCT,7.0,Gasolina,11.08,,,101-150,False,False
Extra Grande,Mercedes-Benz,GLB220 4M,AMG LINE,2.0-16V,Híbrido,A-8,S,E,G,15.0,90.0,1.0,A,,130.0,,,,9.5,12.0,,,2.1,,C,D,NÃO,A,8.0,Gasolina,10.62,,,101-150,False,True
Extra Grande,Mercedes-Benz,GLS 450 4M,,3.0-24V,Híbrido,A-9,S,E,G,10.0,280.0,2.0,A,,178.0,,,,7.1,8.8,,,2.87,,E,E,NÃO,A,9.0,Gasolina,7.86,,,151-200,False,True
Extra Grande,Mercedes-Benz,GLS 450 4M,,3.0-24V,Híbrido,A-9,S,E,G,13.0,83.0,1.0,A,,161.0,,,,7.8,9.7,,,2.6,,E,D,NÃO,A,9.0,Gasolina,8.66,,,151-200,False,True
Extra Grande,PORSCHE,MACAN,-- / T,2.0-16V,Combustão,DCT-7,S,E,G,32.0,253.0,0.0,B,,176.0,,,,7.4,8.3,,,2.85,,E,E,NÃO,DCT,7.0,Gasolina,7.81,,,151-200,False,False
Extra Grande,PORSCHE,MACAN,E2,Elétrico,Elétrico,,S,E,E,0.0,0.0,0.0,A,,0.0,,,,,,36.5,31.0,0.6,443.0,A,A,NÃO,,,Elétrico,,,34.03,0-50,True,True
Extra Grande,PORSCHE,MACAN,E4,Elétrico,Elétrico,,S,E,E,0.0,0.0,0.0,A,,0.0,,,,,,36.5,31.0,0.6,443.0,A,A,NÃO,,,Elétrico,,,34.03,0-50,True,True
Extra Grande,PORSCHE,MACAN,E4S,Elétrico,Elétrico,,S,E,E,0.0,0.0,0.0,A,,0.0,,,,,,36.2,30.4,0.61,438.0,A,A,NÃO,,,Elétrico,,,33.59,0-50,True,True
Extra Grande,PORSCHE,MACAN,ETURBO,Elétrico,Elétrico,,S,E,E,0.0,0.0,0.0,A,,0.0,,,,,,36.1,30.3,0.61,435.0,A,A,NÃO,,,Elétrico,,,33.49,0-50,True,True
Extra Grande,PORSCHE,MACAN,GTS,2.9-24V,Combustão,DCT-7,S,E,G,3.0,73.0,1.0,A,,184.0,,,,6.8,8.4,,,3.0,,E,E,NÃO,DCT,7.0,Gasolina,7.52,,,151-200,False,False
Extra Grande,PORSCHE,MACAN,S,2.9-24V,Combustão,DCT-7,S,E,G,4.0,85.0,2.0,A,,182.0,,,,7.0,8.4,,,2.96,,E,E,NÃO,DCT,7.0,Gasolina,7.63,,,151-200,False,False
Extra Grande,PORSCHE,MACAN (MY25),-- / T,2.0-16V,Combustão,DCT-7,S,E,G,22.0,290.0,0.0,A,,175.0,,,,7.3,8.5,,,2.84,,E,E,NÃO,DCT,7.0,Gasolina,7.84,,,151-200,False,False
Extra Grande,TOYOTA,CAMRY,HV,2.5-16V,Híbrido,CVT,S,E,G,13.0,74.0,0.0,A,,78.0,,,,17.4,15.3,,,1.27,,A,B,SIM,CVT,,Gasolina,16.46,,,51-100,False,True
Extra Grande,TOYOTA,RAV4,XSE PHEV,2.5 - 16V,Plug-in,CVT,S,E,G,15.0,16.0,0.0,A,,97.0,20.0,,,14.0,12.9,35.0,30.0,0.62,55.0,A,A,SIM,CVT,,Gasolina,13.51,,32.75,51-100,False,True
Extra Grande,TOYOTA,RAV4H,S AWD CNT,2.5 - 16V,Híbrido,CVT,S,E,G,13.0,65.0,1.0,C,,82.0,,,,17.1,14.5,,,1.32,,A,B,SIM,CVT,,Gasolina,15.93,,,51-100,False,True
Extra Grande,TOYOTA,RAV4H,SXAWD CNT,2.5 - 16V,Híbrido,CVT,S,E,G,13.0,65.0,1.0,C,,82.0,,,,17.1,14.5,,,1.32,,A,B,SIM,CVT,,Gasolina,15.93,,,51-100,False,True
Extra Grande,VW,ID.BUZZ,PRO,Elétrico,Elétrico,A,S,E,E,0.0,0.0,0.0,A,,0.0,,,,,,32.0,25.7,0.7,337.0,A,A,NÃO,A,,Elétrico,,,29.16,0-50,True,True
Extra Grande,VW,JETTA,GLI,2.0-16V,Combustão,DCT - 7,S,E,G,13.0,112.0,1.0,A,,125.0,,,,9.9,12.2,,,2.03,,C,C,NÃO,DCT,7.0,Gasolina,10.94,,,101-150,False,False
Extra Grande,VW,TIGUAN,ALLSPACE RL,2.0-16V,Combustão,A - 8,S,E,G,8.0,96.0,0.0,A,,135.0,,,,9.2,11.3,,,2.2,,C,D,NÃO,A,8.0,Gasolina,10.14,,,101-150,False,False
Extra Grande,ZEEKR,001,Flagship,Elétrico,Elétrico,A,S,E,E,,,,A,,,,,,,,34.1,30.1,0.63,426.0,A,A,NÃO,A,,Elétrico,,,32.3,,True,True
Extra Grande,ZEEKR,001,Premium,Elétrico,Elétrico,A,S,E,E,,,,A,,,,,,,,34.1,30.1,0.63,426.0,A,A,NÃO,A,,Elétrico,,,32.3,,True,True
Fora de Estrada Compacto,JEEP,RENEGADE,S T2704X4,1.3-16V T,Combustão,A-9,S,E,F,47.0,337.0,6.0,B,0.0,139.0,,6.4,7.6,9.0,10.8,,,2.24,,D,D,NÃO,A,9.0,Flex,9.81,6.94,,101-150,False,False
Fora de Estrada Compacto,JEEP,RENEGADE,S T2704X4T,1.3-16V T,Combustão,A-9,S,E,F,47.0,337.0,6.0,B,0.0,139.0,,6.4,7.6,9.0,10.8,,,2.24,,D,D,NÃO,A,9.0,Flex,9.81,6.94,,101-150,False,False
Fora de Estrada Compacto,JEEP,RENEGADE,TH T2704X4,1.3-16V T,Combustão,A-9,S,E,F,47.0,337.0,6.0,B,0.0,139.0,,6.4,7.6,9.0,10.8,,,2.24,,D,D,NÃO,A,9.0,Flex,9.81,6.94,,101-150,False,False
Fora de Estrada Compacto,JEEP,RENEGADE,TRAIL 4x4,1.3-16V T,Combustão,A-9,S,E,F,47.0,337.0,6.0,B,0.0,139.0,,6.4,7.6,9.0,10.8,,,2.24,,D,D,NÃO,A,9.0,Flex,9.81,6.94,,101-150,False,False
Fora de Estrada Compacto,JEEP,RENEGADE,WILLYS 4x4,1.3-16V T,Combustão,A-9,S,E,F,49.0,404.0,6.0,B,0.0,145.0,,6.2,7.2,8.9,10.0,,,2.32,,D,D,NÃO,A,9.0,Flex,9.4,6.65,,101-150,False,False
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4 EXPEDITION ALLGRIP,1.5-16V,Combustão,A - 4,S,E,G,28.0,209.0,1.0,A,,145.0,,,,9.5,9.1,,,2.35,,E,D,NÃO,A,4.0,Gasolina,9.32,,,101-150,False,False
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4 SPORT ALLGRIP,1.5-16V,Combustão,A - 4,S,E,G,25.0,170.0,1.0,A,,125.0,,,,10.6,10.8,,,2.04,,B,C,NÃO,A,4.0,Gasolina,10.69,,,101-150,False,False
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4 STYLE ALLGRIP,1.5-16V,Combustão,A - 4,S,E,G,30.0,168.0,0.0,A,,134.0,,,,10.1,9.7,,,2.19,,C,D,NÃO,A,4.0,Gasolina,9.92,,,101-150,False,False
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4YOU ALLGRIP,1.5-16V,Combustão,A - 4,S,E,G,25.0,170.0,1.0,A,,125.0,,,,10.6,10.8,,,2.04,,B,C,NÃO,A,4.0,Gasolina,10.69,,,101-150,False,False
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4YOU ALLGRIP,1.5-16V,Combustão,M - 5,S,E,G,29.0,179.0,2.0,A,,118.0,,,,10.9,11.9,,,1.92,,A,C,NÃO,M,5.0,Gasolina,11.35,,,101-150,False,False
Fora de Estrada Compacto,SUZUKI,JIMNY SIERRA,4YOU PLUS ALLGRIP,1.5-16V,Combustão,A - 4,S,E,G,25.0,170.0,1.0,A,,125.0,,,,10.6,10.8,,,2.04,,B,C,NÃO,A,4.0,Gasolina,10.69,,,101-150,False,False
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,HC D4A (MY25),2.8 - 16V,Combustão,A-8,S,E,D,202.0,26.0,,B,,199.0,,,,9.2,11.2,,,2.7,,C,E,NÃO,A,8.0,Diesel,10.1,,,151-200,False,False
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,HC D4A (MY25.5),2.8 - 16V,Combustão,A-8,S,E,D,230.0,24.0,,B,,192.0,,,,9.5,11.6,,,2.6,,C,D,NÃO,A,8.0,Diesel,10.44,,,151-200,False,False
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,LT D4A,2.8 - 16V,Combustão,A-6,S,E,D,252.0,41.0,0.0,B,,224.0,,,,8.2,10.3,,,3.03,,D,E,NÃO,A,6.0,Diesel,9.14,,,201-250,False,False
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,LT D4A (MY25),2.8 - 16V,Combustão,A-8,S,E,D,202.0,26.0,,B,,199.0,,,,9.2,11.2,,,2.7,,C,E,NÃO,A,8.0,Diesel,10.1,,,151-200,False,False
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,LT D4A (MY25.5),2.8 - 16V,Combustão,A-8,S,E,D,230.0,24.0,,B,,192.0,,,,9.5,11.6,,,2.6,,C,D,NÃO,A,8.0,Diesel,10.44,,,151-200,False,False
Fora de Estrada Grande,CHEVROLET,TRAILBLAZER,PRE D4A,2.8 - 16V,Combustão,A-6,S,E,D,252.0,41.0,0.0,B,,224.0,,,,8.2,10.3,,,3.03,,D,E,NÃO,A,6.0,Diesel,9.14,,,201-250,False,False
Fora de Estrada Grande,FORD,Bronco Sport,Wildtrak,2.0 - 16V,Combustão,A-8,S,E,G,29.0,407.0,1.0,B,,145.0,,,,8.6,10.5,,,2.36,,B,D,NÃO,A,8.0,Gasolina,9.46,,,101-150,False,False
Fora de Estrada Grande,JEEP,COMMANDER,BLACKHAWK,2.0-16V T,Combustão,A-9,S,E,G,12.0,122.0,1.0,A,,155.0,,,,8.0,10.2,,,2.51,,B,D,NÃO,A,9.0,Gasolina,8.99,,,151-200,False,False
Fora de Estrada Grande,JEEP,COMMANDER,LIMITED TD380,2.0 T,Combustão,A-9,S,E,D,60.0,18.0,,A,,175.0,,,,10.2,13.2,,,2.37,,B,D,NÃO,A,9.0,Diesel,11.55,,,151-200,False,False
Fora de Estrada Grande,JEEP,COMMANDER,OVERLAND TD380,2.0 T,Combustão,A-9,S,E,D,60.0,18.0,,A,,175.0,,,,10.2,13.2,,,2.37,,B,D,NÃO,A,9.0,Diesel,11.55,,,151-200,False,False
Fora de Estrada Grande,JEEP,COMMANDER,OVR T 2.0,2.0-16V T,Combustão,A-9,S,E,G,12.0,122.0,1.0,A,,155.0,,,,8.0,10.2,,,2.51,,B,D,NÃO,A,9.0,Gasolina,8.99,,,151-200,False,False
Fora de Estrada Grande,JEEP,COMPASS,BLACKHAWK 2.0T,2.0-16V T,Combustão,A-9,S,E,G,19.0,118.0,2.0,A,,146.0,,,,8.3,11.0,,,2.36,,B,D,NÃO,A,9.0,Gasolina,9.52,,,101-150,False,False
Fora de Estrada Grande,JEEP,COMPASS,LIMIT D 4X4,2.0-16V T,Combustão,A-9,S,E,D,66.0,20.0,,A,,168.0,,,,10.6,13.6,,,2.27,,A,D,NÃO,A,9.0,Diesel,11.95,,,151-200,False,False
Fora de Estrada Grande,JEEP,COMPASS,LIMITED TD,2.0 T,Combustão,A-9,S,E,D,66.0,20.0,,A,,168.0,,,,10.6,13.6,,,2.27,,A,D,NÃO,A,9.0,Diesel,11.95,,,151-200,False,False
Fora de Estrada Grande,JEEP,COMPASS,LONGIT 2.0T,2.0-16V T,Combustão,A-9,S,E,G,19.0,118.0,2.0,A,,146.0,,,,8.3,11.0,,,2.36,,B,D,NÃO,A,9.0,Gasolina,9.52,,,101-150,False,False
Fora de Estrada Grande,JEEP,COMPASS,LONGITUDE TD,2.0 T,Combustão,A-9,S,E,D,66.0,20.0,,A,,168.0,,,,10.6,13.6,,,2.27,,A,D,NÃO,A,9.0,Diesel,11.95,,,151-200,False,False
Fora de Estrada Grande,JEEP,COMPASS,OVERLA 2.0T,2.0-16V T,Combustão,A-9,S,E,G,19.0,118.0,2.0,A,,146.0,,,,8.3,11.0,,,2.36,,B,D,NÃO,A,9.0,Gasolina,9.52,,,101-150,False,False
Fora de Estrada Grande,JEEP,COMPASS,SPORT TD,2.0 T,Combustão,A-9,S,E,D,66.0,20.0,,A,,168.0,,,,10.6,13.6,,,2.27,,A,D,NÃO,A,9.0,Diesel,11.95,,,151-200,False,False
Fora de Estrada Grande,JEEP,COMPASS,TRAILHAWK TD,2.0 T,Combustão,A-9,S,E,D,46.0,24.0,,A,,171.0,,,,10.5,13.3,,,2.31,,B,D,NÃO,A,9.0,Diesel,11.76,,,151-200,False,False
Fora de Estrada Grande,JEEP,G CHEROKEE,4XE,2.0-16V T,Plug-in,A-8,S,E,G,9.0,209.0,0.0,A,,158.0,57.0,,,8.3,9.1,18.7,19.4,1.07,29.0,A,B,SIM,A,8.0,Gasolina,8.66,,19.02,151-200,False,True
Fora de Estrada Grande,JEEP,WRANGLER,UNL RUBI (CY 24),2.0-16V T,Combustão,A-8,S,E-H,G,52.0,449.0,1.0,B,,190.0,,,,7.1,7.3,,,3.09,,E,E,NÃO,A,8.0,Gasolina,7.19,,,151-200,False,False
Fora de Estrada Grande,JEEP,WRANGLER,UNL SAHA (CY 24),2.0-16V T,Combustão,A-8,S,E-H,G,34.0,308.0,1.0,A,,168.0,,,,7.8,8.6,,,2.73,,C,E,NÃO,A,8.0,Gasolina,8.16,,,151-200,False,False
Fora de Estrada Grande,JEEP,WRANGLER,UNLIMITED RUBICON,2.0-16V T,Combustão,A-8,S,E-H,G,24.0,205.0,1.0,A,,176.0,,,,7.5,8.2,,,2.86,,D,E,NÃO,A,8.0,Gasolina,7.82,,,151-200,False,False
Fora de Estrada Grande,JEEP,WRANGLER,UNLIMITED SAHARA,2.0-16V T,Combustão,A-8,S,E-H,G,27.0,151.0,1.0,A,,165.0,,,,7.9,8.8,,,2.67,,C,E,NÃO,A,8.0,Gasolina,8.31,,,151-200,False,False
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,7L,3.0-24V,Híbrido,A-8,S,E,D,29.0,78.0,,A,,189.0,,,,9.9,11.4,,,2.56,,B,D,NÃO,A,8.0,Diesel,10.58,,,151-200,False,True
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE,3.0-24V,Híbrido,A-8,S,E,D,29.0,78.0,,A,,189.0,,,,9.9,11.4,,,2.56,,B,D,NÃO,A,8.0,Diesel,10.58,,,151-200,False,True
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE 7L,3.0-24V,Híbrido,A-8,S,E,D,29.0,78.0,,A,,189.0,,,,9.9,11.4,,,2.56,,B,D,NÃO,A,8.0,Diesel,10.58,,,151-200,False,True
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE XD,3.0-24V,Híbrido,A-8,S,E,D,29.0,78.0,,A,,189.0,,,,9.9,11.4,,,2.56,,B,D,NÃO,A,8.0,Diesel,10.58,,,151-200,False,True
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,HSE XD 7L,3.0-24V,Híbrido,A-8,S,E,D,29.0,78.0,,A,,189.0,,,,9.9,11.4,,,2.56,,B,D,NÃO,A,8.0,Diesel,10.58,,,151-200,False,True
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,LE75TH,3.0-24V,Híbrido,A-8,S,E,D,29.0,78.0,,A,,189.0,,,,9.9,11.4,,,2.56,,B,D,NÃO,A,8.0,Diesel,10.58,,,151-200,False,True
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,PHEV HSE XD,2.0-16V,Plug-in,A-8,S,E,G,14.0,42.0,0.0,A,,175.0,62.0,,,7.7,7.9,16.9,27.5,0.99,33.0,A,B,SIM,A,8.0,Gasolina,7.79,,21.67,151-200,False,True
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,PHEV X,2.0-16V,Plug-in,A-8,S,E,G,14.0,42.0,0.0,,,175.0,62.0,,,7.7,7.9,16.9,27.5,0.99,33.0,,,NÃO,A,8.0,Gasolina,7.79,,21.67,151-200,False,True
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,S XD,3.0-24V,Híbrido,A-8,S,E,D,29.0,78.0,,A,,189.0,,,,9.9,11.4,,,2.56,,B,D,NÃO,A,8.0,Diesel,10.58,,,151-200,False,True
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,S XD 7L,3.0-24V,Híbrido,A-8,S,E,D,29.0,78.0,,A,,189.0,,,,9.9,11.4,,,2.56,,B,D,NÃO,A,8.0,Diesel,10.58,,,151-200,False,True
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE,3.0-24V,Híbrido,A-8,S,E,D,29.0,78.0,,A,,189.0,,,,9.9,11.4,,,2.56,,B,D,NÃO,A,8.0,Diesel,10.58,,,151-200,False,True
Fora de Estrada Grande,LAND ROVER,DEFENDER 110,SE 7L,3.0-24V,Híbrido,A-8,S,E,D,29.0,78.0,,A,,189.0,,,,9.9,11.4,,,2.56,,B,D,NÃO,A,8.0,Diesel,10.58,,,151-200,False,True
