Categoria,Marca,Modelo,Versão,Motor,Tipo de Propulsão (Combustão / Híbrido / Plug-in / Elétrico),Transmissão e Velocidades (Manual=M / Automática=A / Dupla Embreagem=DCT / Automatizada=MTA / Contínua=CVT),Ar Condicionado (S=Sim / N=Não),Direção Assistida (H=Hidráulica / M=Mecânica / E=Elétrica / E-H=Eletro-hidráulica),Combustível (E=Elétrico / G=Gasolina / F=Flex / D=Diesel),Emissões Poluentes - NMOG+NOx (mg/km),Emissões Poluentes - CO (mg/km),Emissões Poluentes - CHO Aldeídos (mg/km),Emissões Poluentes - Redução Relativa ao Limite (A=≥40% abaixo PROCONVE L7 / B=<40%),Emissões GEE - CO2 Fóssil Etanol (g/km),Emissões GEE - CO2 Fóssil Gasolina ou Diesel (g/km),Emissões GEE - CO2e Fóssil VEHP Plug-in (g/km),Consumo Etanol - Cidade (km/l),Consumo Etanol - Estrada (km/l),Consumo Gasolina ou Diesel - Cidade (km/l),Consumo Gasolina ou Diesel - Estrada (km/l),Consumo Elétrico - Cidade (km/le),Consumo Elétrico - Estrada (km/le),Consumo Energético (MJ/km),Autonomia Modo Elétrico (km),Classificação PBE - Relativa na Categoria (A=Mais Eficiente / B / C / D / E=Menos Eficiente),Classificação PBE - Absoluta Geral (A=Mais Eficiente / B / C / D / E=Menos Eficiente),Selo CONPET de Eficiência Energética (SIM / NÃO),Transmissão - Tipo,Transmissão - Nº Velocidades,Combustível - Descrição,Consumo Gasolina ou Diesel - Combinado (km/l),Consumo Etanol - Combinado (km/l),Consumo Elétrico - Combinado (km/le),Faixa CO2 Gasolina/Diesel (g/km),Zero Emissão (Elétrico Puro),Eletrificado (Elétrico/Híbrido/Plug-in)
Compacto,MINI,Cooper,S 3P,2.0 - 16V,Combustão,DCT-7,S,E,G,9.0,65.0,0.0,A,,119.0,,,,10.2,13.0,,,1.93,,E,C,NÃO,DCT,7.0,Gasolina,11.46,,,101-150,False,False
Compacto,MINI,Cooper,S 3P EXCLUSIVE,2.0 - 16V,Combustão,DCT-7,S,E,G,10.0,156.0,0.0,A,,107.0,,,,11.5,14.0,,,1.74,,D,C,NÃO,DCT,7.0,Gasolina,12.62,,,101-150,False,False
Compacto,MINI,Cooper,S 3P SPORT,2.0 - 16V,Combustão,DCT-7,S,E,G,10.0,156.0,0.0,A,,107.0,,,,11.5,14.0,,,1.74,,D,C,NÃO,DCT,7.0,Gasolina,12.62,,,101-150,False,False
Compacto,MINI,Cooper,S 3P TOP,2.0 - 16V,Combustão,DCT-7,S,E,G,10.0,156.0,0.0,A,,107.0,,,,11.5,14.0,,,1.74,,D,C,NÃO,DCT,7.0,Gasolina,12.62,,,101-150,False,False
Compacto,MINI,Cooper,S 5P,2.0 - 16V,Combustão,DCT-7,S,E,G,5.0,101.0,1.0,A,,118.0,,,,10.3,13.2,,,1.91,,E,C,NÃO,DCT,7.0,Gasolina,11.6,,,101-150,False,False
Compacto,MINI,Cooper,S Electric,Elétrico,Elétrico,A,S,E,E,0.0,0.0,0.0,A,,,,,,,,38.5,31.8,0.58,161.0,A,A,NÃO,A,,Elétrico,,,35.48,,True,True
Compacto,MINI,Cooper,SE,Elétrico,Elétrico,A,S,E,E,0.0,0.0,0.0,A,,0.0,0.0,,,,,45.2,37.3,0.49,303.0,A,A,NÃO,A,,Elétrico,,,41.64,0-50,True,True
Compacto,MINI,JCW,3P,2.0 - 16V,Combustão,DCT-7,S,E,G,5.0,84.0,0.0,A,,112.0,,,,10.8,13.9,,,1.81,,D,C,NÃO,DCT,7.0,Gasolina,12.2,,,101-150,False,False
Compacto,MINI,JCW,Hatch 3P,2.0 - 16V,Combustão,A-8,S,E,G,4.0,76.0,1.0,A,,123.0,,,,9.9,12.8,,,1.99,,E,C,NÃO,A,8.0,Gasolina,11.21,,,101-150,False,False
Compacto,NETA,AYA,COMFORT 4S,ELÉTRICO,Elétrico,A,S,E,E,,,,A,,,,,,,,52.9,42.7,0.43,263.0,A,A,NÃO,A,,Elétrico,,,48.31,,True,True
Compacto,NETA,AYA,LUXURY 4S,ELÉTRICO,Elétrico,A,S,E,E,,,,A,,,,,,,,52.9,42.7,0.43,263.0,A,A,NÃO,A,,Elétrico,,,48.31,,True,True
Compacto,PEUGEOT,208,ALLUR T200,1.0-12V T,Combustão,CVT-7,S,E,F,50.0,284.0,5.0,B,0.0,100.0,,8.8,10.0,12.5,14.1,,,1.61,,B,C,NÃO,CVT,7.0,Flex,13.22,9.34,,51-100,False,False
Compacto,PEUGEOT,208,GRIFF T200,1.0-12V T,Combustão,CVT-7,S,E,F,50.0,284.0,5.0,B,0.0,100.0,,8.8,10.0,12.5,14.1,,,1.61,,B,C,NÃO,CVT,7.0,Flex,13.22,9.34,,51-100,False,False
Compacto,PEUGEOT,208,LIKE MT,1.0-6V,Combustão,M-5,S,E,F,29.0,300.0,1.0,B,0.0,92.0,,9.6,11.1,13.3,15.8,,,1.47,,A,B,SIM,M,5.0,Flex,14.42,10.28,,51-100,False,False
Compacto,PEUGEOT,208,ROADTRIP A,1.6-16V,Combustão,A-6,S,E,F,36.0,570.0,3.0,B,0.0,112.0,,7.7,9.1,11.1,12.9,,,1.82,,E,C,NÃO,A,6.0,Flex,11.91,8.33,,101-150,False,False
Compacto,PEUGEOT,208,STYLE MT,1.0-6V,Combustão,M-5,S,E,F,29.0,300.0,1.0,B,0.0,92.0,,9.6,11.1,13.3,15.8,,,1.47,,A,B,SIM,M,5.0,Flex,14.42,10.28,,51-100,False,False
Compacto,PEUGEOT,208,STYLE T200,1.0-12V T,Combustão,CVT-7,S,E,F,59.0,300.0,3.0,B,0.0,104.0,,8.3,9.8,12.0,13.6,,,1.69,,C,C,NÃO,CVT,7.0,Flex,12.72,8.98,,101-150,False,False
Compacto,PEUGEOT,E-208,GT,Elétrico,Elétrico,A-1,S,E,E,0.0,0.0,0.0,A,,,,,,,,37.8,30.8,0.59,220.0,A,A,NÃO,A,1.0,Elétrico,,,34.65,,True,True
Compacto,Renault,Sandero,SEDITION,1.0-12V,Combustão,M-5,S,E-H,F,57.0,133.0,3.0,B,0.0,93.0,,10.0,10.2,13.9,14.7,,,1.48,,A,B,SIM,M,5.0,Flex,14.26,10.09,,51-100,False,False
Compacto,Renault,Sandero,SEDTION BS,1.0-12V,Combustão,M-5,S,E-H,F,57.0,133.0,3.0,B,0.0,93.0,,10.0,10.2,13.9,14.7,,,1.48,,A,B,SIM,M,5.0,Flex,14.26,10.09,,51-100,False,False
Compacto,Renault,Sandero,SZE10MT,1.0-12V,Combustão,M-5,S,E-H,F,24.0,127.0,2.0,A,0.0,99.0,,9.3,9.3,13.0,13.7,,,1.6,,B,C,NÃO,M,5.0,Flex,13.32,9.3,,51-100,False,False
Esportivo,BMW,M2,Coupe,3.0 - 24V,Combustão,A-8,S,E,G,14.0,77.0,1.0,A,,168.0,,,,7.5,9.2,,,2.72,,E,E,NÃO,A,8.0,Gasolina,8.26,,,151-200,False,False
Esportivo,BMW,M2,Coupe / Coupe Track (MY25),3.0 - 24V,Combustão,A-8,S,E,G,21.0,209.0,1.0,A,,172.0,0.0,,,7.2,9.3,,,2.79,,E,E,NÃO,A,8.0,Gasolina,8.15,,,151-200,False,False
Esportivo,BMW,M2,Coupe Track,3.0 - 24V,Combustão,A-8,S,E,G,14.0,77.0,1.0,A,,168.0,,,,7.5,9.2,,,2.72,,E,E,NÃO,A,8.0,Gasolina,8.26,,,151-200,False,False
Esportivo,BMW,M3,COMP TRACK (MY25),3.0 - 24V,Combustão,A-8,S,E,G,24.0,298.0,1.0,B,,175.0,0.0,,,7.0,9.3,,,2.84,,E,E,NÃO,A,8.0,Gasolina,8.04,,,151-200,False,False
Esportivo,BMW,M3,CS,3.0 - 24V,Combustão,A-8,S,E,G,19.0,233.0,1.0,A,,181.0,,,,7.0,8.5,,,2.93,,E,E,NÃO,A,8.0,Gasolina,7.68,,,151-200,False,False
Esportivo,BMW,M3,Competition,3.0 - 24V,Combustão,A-8,S,E,G,16.0,73.0,0.0,A,,170.0,,,,7.3,9.4,,,2.76,,E,E,NÃO,A,8.0,Gasolina,8.25,,,151-200,False,False
Esportivo,BMW,M3,Competition (MY25),3.0 - 24V,Combustão,A-8,S,E,G,24.0,298.0,1.0,B,,175.0,0.0,,,7.0,9.3,,,2.84,,E,E,NÃO,A,8.0,Gasolina,8.04,,,151-200,False,False
Esportivo,BMW,M4,CS,3.0 - 24V,Combustão,A-8,S,E,G,17.0,192.0,1.0,A,,170.0,,,,7.2,9.5,,,2.77,,E,E,NÃO,A,8.0,Gasolina,8.24,,,151-200,False,False
Esportivo,CHEVROLET,CAMARO,2SS,6.2L - 16V,Combustão,A-10,S,E,G,43.0,424.0,1.0,B,,191.0,,,,6.2,9.4,,,3.09,,E,E,NÃO,A,10.0,Gasolina,7.64,,,151-200,False,False
Esportivo,CHEVROLET,CAMARO,2SS CONV,6.2L - 16V,Combustão,A-10,S,E,G,44.0,562.0,1.0,B,,195.0,,,,6.1,9.0,,,3.15,,E,E,NÃO,A,10.0,Gasolina,7.4,,,151-200,False,False
Esportivo,FERRARI,296,GTB,3.0-24V,Plug-in,DCT-8,S,E,G,18.0,444.0,1.0,A,,149.0,0.0,,,6.3,8.4,8.9,11.9,2.02,10.0,D,C,NÃO,DCT,8.0,Gasolina,7.25,,10.25,101-150,False,True
Esportivo,FERRARI,296,GTS,3.0-24V,Plug-in,DCT-8,S,E,G,31.0,332.0,1.0,B,,153.0,0.0,,,6.0,8.0,8.8,13.1,1.97,11.0,D,C,NÃO,DCT,8.0,Gasolina,6.9,,10.74,151-200,False,True
Esportivo,FERRARI,PUROSANGUE,,6.5-48V,Combustão,DCT-8,S,E,G,21.0,222.0,3.0,A,,302.0,,,,4.1,5.6,,,4.88,,E,E,NÃO,DCT,8.0,Gasolina,4.78,,,250+,False,False
Esportivo,FERRARI,ROMA,,3.9-32V,Combustão,DCT-8,S,E,G,19.0,93.0,2.0,A,,186.0,,,,6.9,8.3,,,3.0,,E,E,NÃO,DCT,8.0,Gasolina,7.53,,,151-200,False,False
Esportivo,FORD,Mustang,Mach 1,5.0 - 32V,Combustão,A-10,S,E,G,34.0,745.0,1.0,B,,197.0,,,,6.1,8.8,,,3.19,,E,E,NÃO,A,10.0,Gasolina,7.32,,,151-200,False,False
Esportivo,FORD,Novo Mustang,NEW GT V8,5.0 V8 - 32V,Combustão,A-10,S,E,G,60.0,937.0,1.0,C,,197.0,,,,6.2,8.3,,,3.2,,E,E,NÃO,A,10.0,Gasolina,7.15,,,151-200,False,False
Esportivo,HONDA,CIVIC,TYPE-R,2.0T - 16V,Combustão,M-6,S,E,G,10.0,232.0,1.0,A,,140.0,,,,8.8,11.1,,,2.27,,D,D,NÃO,M,6.0,Gasolina,9.84,,,101-150,False,False
Esportivo,JAGUAR,F-TYPE,300CB 75,2.0-16V,Combustão,A-8,S,E,G,11.0,96.0,3.0,B,,148.0,,,,8.8,11.0,,,2.28,,E,D,NÃO,A,8.0,Gasolina,9.79,,,101-150,False,False
Esportivo,JAGUAR,F-TYPE,300CP 75,2.0-16V,Combustão,A-8,S,E,G,11.0,96.0,3.0,B,,148.0,,,,8.8,11.0,,,2.28,,E,D,NÃO,A,8.0,Gasolina,9.79,,,101-150,False,False
Esportivo,JAGUAR,F-TYPE,300RD CB,2.0-16V,Combustão,A-8,S,E,G,11.0,96.0,3.0,B,,148.0,,,,8.8,11.0,,,2.28,,E,D,NÃO,A,8.0,Gasolina,9.79,,,101-150,False,False
Esportivo,JAGUAR,F-TYPE,300RD CP,2.0-16V,Combustão,A-8,S,E,G,11.0,96.0,3.0,B,,148.0,,,,8.8,11.0,,,2.28,,E,D,NÃO,A,8.0,Gasolina,9.79,,,101-150,False,False
Esportivo,LAMBORGHINI,HURACAN,TECNICA,5.2 - 40V,Combustão,DCT-7,S,E,G,27.0,344.0,2.0,B,,235.0,,,,5.3,6.9,,,3.82,,E,E,NÃO,DCT,7.0,Gasolina,6.02,,,201-250,False,False
Esportivo,MCLAREN,ARTURA,----,3.0-24V,Plug-in,DCT-8,S,E,G,14.0,292.0,1.0,A,,109.0,0.0,,,6.6,8.3,11.3,15.4,1.58,20.0,D,C,NÃO,DCT,8.0,Gasolina,7.36,,13.15,101-150,False,True
Esportivo,Mercedes-Benz,AMG SL63S EP,,4.0-32V,Plug-in,A-9,S,E,G,9.0,344.0,3.0,A,,164.0,164.0,,,6.2,7.5,8.7,10.6,2.15,9.0,D,D,NÃO,A,9.0,Gasolina,6.78,,9.56,151-200,False,True
Esportivo,PORSCHE,911,CARRERA,3.0-24V,Combustão,DCT-8,S,E,G,26.0,96.0,3.0,A,,171.0,,,,7.0,9.9,,,2.77,,E,E,NÃO,DCT,8.0,Gasolina,8.3,,,151-200,False,False
Esportivo,PORSCHE,911,CARRERA 4 GTS,3.0-24V,Combustão,DCT-8,S,E,G,3.0,61.0,1.0,A,,184.0,,,,6.8,8.6,,,2.98,,E,E,NÃO,DCT,8.0,Gasolina,7.61,,,151-200,False,False
Esportivo,PORSCHE,911,CARRERA 4GTS CA,3.0-24V,Combustão,DCT-8,S,E,G,3.0,71.0,1.0,A,,181.0,,,,6.9,8.7,,,2.94,,E,E,NÃO,DCT,8.0,Gasolina,7.71,,,151-200,False,False
Esportivo,PORSCHE,911,CARRERA C,3.0-24V,Combustão,DCT-8,S,E,G,26.0,96.0,3.0,A,,171.0,,,,7.0,9.9,,,2.77,,E,E,NÃO,DCT,8.0,Gasolina,8.3,,,151-200,False,False
Esportivo,PORSCHE,911,CARRERA GTS,3.0-24V,Combustão,DCT-8,S,E,G,3.0,61.0,1.0,A,,184.0,,,,6.8,8.6,,,2.98,,E,E,NÃO,DCT,8.0,Gasolina,7.61,,,151-200,False,False
Esportivo,PORSCHE,911,CARRERA GTS CA,3.0-24V,Combustão,DCT-8,S,E,G,3.0,71.0,1.0,A,,181.0,,,,6.9,8.7,,,2.94,,E,E,NÃO,DCT,8.0,Gasolina,7.71,,,151-200,False,False
Esportivo,PORSCHE,911,CARRERA S,3.0-24V,Combustão,DCT-8,S,E,G,3.0,89.0,1.0,A,,173.0,,,,7.3,8.9,,,2.81,,E,E,NÃO,DCT,8.0,Gasolina,8.02,,,151-200,False,False
Esportivo,PORSCHE,911,CARRERA SC,3.0-24V,Combustão,DCT-8,S,E,G,3.0,89.0,1.0,A,,173.0,,,,7.3,8.9,,,2.81,,E,E,NÃO,DCT,8.0,Gasolina,8.02,,,151-200,False,False
Esportivo,PORSCHE,911,CARRERA T,3.0-24V,Combustão,DCT-8,S,E,G,26.0,96.0,3.0,A,,171.0,,,,7.0,9.9,,,2.77,,E,E,NÃO,DCT,8.0,Gasolina,8.3,,,151-200,False,False
Esportivo,PORSCHE,911,GT3 RS,4.0-24V,Combustão,DCT-7,S,E,G,43.0,74.0,3.0,B,,231.0,,,,5.4,6.9,,,3.76,,E,E,NÃO,DCT,7.0,Gasolina,6.08,,,201-250,False,False
Esportivo,PORSCHE,911,TARGA 4GTS,3.0-24V,Combustão,DCT-8,S,E,G,3.0,71.0,1.0,A,,181.0,,,,6.9,8.7,,,2.94,,E,E,NÃO,DCT,8.0,Gasolina,7.71,,,151-200,False,False
Esportivo,PORSCHE,911,TARGA 50Y,3.0-24V,Combustão,DCT-8,S,E,G,3.0,71.0,1.0,A,,181.0,,,,6.9,8.7,,,2.94,,E,E,NÃO,DCT,8.0,Gasolina,7.71,,,151-200,False,False
Esportivo,PORSCHE,911,TURBO,3.7-24V,Combustão,DCT-8,S,E,G,15.0,144.0,2.0,A,,220.0,,,,5.5,7.8,,,3.57,,E,E,NÃO,DCT,8.0,Gasolina,6.54,,,201-250,False,False
Esportivo,PORSCHE,911,TURBO CAB,3.7-24V,Combustão,DCT-8,S,E,G,15.0,144.0,2.0,A,,220.0,,,,5.5,7.8,,,3.57,,E,E,NÃO,DCT,8.0,Gasolina,6.54,,,201-250,False,False
Esportivo,PORSCHE,911,TURBO S,3.7-24V,Combustão,DCT-8,S,E,G,17.0,125.0,2.0,A,,225.0,,,,5.4,7.6,,,3.65,,E,E,NÃO,DCT,8.0,Gasolina,6.39,,,201-250,False,False
Esportivo,PORSCHE,911,TURBO S CA,3.7-24V,Combustão,DCT-8,S,E,G,17.0,125.0,2.0,A,,225.0,,,,5.4,7.6,,,3.65,,E,E,NÃO,DCT,8.0,Gasolina,6.39,,,201-250,False,False
Esportivo,PORSCHE,BOXSTER,25 ANOS,4.0-24V,Combustão,DCT-7,S,E,G,18.0,67.0,1.0,A,,175.0,,,,7.1,8.9,,,2.84,,E,E,NÃO,DCT,7.0,Gasolina,7.91,,,151-200,False,False
Esportivo,PORSCHE,BOXSTER,GTS4.0,4.0-24V,Combustão,DCT-7,S,E,G,18.0,67.0,1.0,A,,175.0,,,,7.1,8.9,,,2.84,,E,E,NÃO,DCT,7.0,Gasolina,7.91,,,151-200,False,False
Esportivo,PORSCHE,BOXSTER,SPYDER,4.0-24V,Combustão,DCT-7,S,E,G,27.0,35.0,1.0,A,,186.0,,,,6.8,8.4,,,3.01,,E,E,NÃO,DCT,7.0,Gasolina,7.52,,,151-200,False,False
Esportivo,PORSCHE,BOXSTER,STYLE,2.0-16V,Combustão,DCT-7,S,E,G,5.0,167.0,2.0,A,,157.0,,,,7.9,10.0,,,2.55,,E,D,NÃO,DCT,7.0,Gasolina,8.85,,,151-200,False,False
Esportivo,PORSCHE,BOXSTER,T,2.0-16V,Combustão,DCT-7,S,E,G,5.0,167.0,2.0,A,,157.0,,,,7.9,10.0,,,2.55,,E,D,NÃO,DCT,7.0,Gasolina,8.85,,,151-200,False,False
Esportivo,PORSCHE,BOXSTER,,2.0-16V,Combustão,DCT-7,S,E,G,5.0,167.0,2.0,A,,157.0,,,,7.9,10.0,,,2.55,,E,D,NÃO,DCT,7.0,Gasolina,8.85,,,151-200,False,False
Esportivo,PORSCHE,BOXSTER ( Produção Semana 12+/24 ),STYLE,2.0-16V,Combustão,DCT-7,S,E,G,40.0,103.0,2.0,B,,154.0,,,,8.2,10.0,,,2.48,,E,D,NÃO,DCT,7.0,Gasolina,9.01,,,151-200,False,False
Esportivo,PORSCHE,BOXSTER ( Produção Semana 12+/24 ),T,2.0-16V,Combustão,DCT-7,S,E,G,40.0,103.0,2.0,B,,154.0,,,,8.2,10.0,,,2.48,,E,D,NÃO,DCT,7.0,Gasolina,9.01,,,151-200,False,False
Esportivo,PORSCHE,BOXSTER ( Produção Semana 12+/24 ),,2.0-16V,Combustão,DCT-7,S,E,G,40.0,103.0,2.0,B,,154.0,,,,8.2,10.0,,,2.48,,E,D,NÃO,DCT,7.0,Gasolina,9.01,,,151-200,False,False
Esportivo,PORSCHE,CAYMAN,GT4 RS,4.0-24V,Combustão,DCT-7,S,E,G,26.0,108.0,1.0,A,,224.0,,,,5.6,7.1,,,3.62,,E,E,NÃO,DCT,7.0,Gasolina,6.28,,,201-250,False,False
Esportivo,PORSCHE,CAYMAN,GTS 4.0,4.0-24V,Combustão,DCT-7,S,E,G,18.0,67.0,1.0,A,,175.0,,,,7.1,8.9,,,2.84,,E,E,NÃO,DCT,7.0,Gasolina,7.91,,,151-200,False,False
Esportivo,PORSCHE,CAYMAN,STYLE,2.0-16V,Combustão,DCT-7,S,E,G,5.0,167.0,2.0,A,,157.0,,,,7.9,10.0,,,2.55,,E,D,NÃO,DCT,7.0,Gasolina,8.85,,,151-200,False,False
Esportivo,PORSCHE,CAYMAN,T,2.0-16V,Combustão,DCT-7,S,E,G,5.0,167.0,2.0,A,,157.0,,,,7.9,10.0,,,2.55,,E,D,NÃO,DCT,7.0,Gasolina,8.85,,,151-200,False,False
Esportivo,PORSCHE,CAYMAN,,2.0-16V,Combustão,DCT-7,S,E,G,5.0,167.0,2.0,A,,157.0,,,,7.9,10.0,,,2.55,,E,D,NÃO,DCT,7.0,Gasolina,8.85,,,151-200,False,False
Esportivo,PORSCHE,CAYMAN ( Produção Semana 12+/24 ),STYLE,2.0-16V,Combustão,DCT-7,S,E,G,40.0,103.0,2.0,B,,154.0,,,,8.2,10.0,,,2.48,,E,D,NÃO,DCT,7.0,Gasolina,9.01,,,151-200,False,False
Esportivo,PORSCHE,CAYMAN ( Produção Semana 12+/24 ),T,2.0-16V,Combustão,DCT-7,S,E,G,40.0,103.0,2.0,B,,154.0,,,,8.2,10.0,,,2.48,,E,D,NÃO,DCT,7.0,Gasolina,9.01,,,151-200,False,False
Esportivo,PORSCHE,CAYMAN ( Produção Semana 12+/24 ),,2.0-16V,Combustão,DCT-7,S,E,G,40.0,103.0,2.0,B,,154.0,,,,8.2,10.0,,,2.48,,E,D,NÃO,DCT,7.0,Gasolina,9.01,,,151-200,False,False
Esportivo,PORSCHE,PANAMERA,4EHST,2.9-24V,Plug-in,DCT-8,S,E,G,5.0,74.0,1.0,A,,63.0,0.0,,,7.3,7.9,17.2,18.5,1.14,35.0,C,B,NÃO,DCT,8.0,Gasolina,7.57,,17.79,51-100,False,True
Esportivo,PORSCHE,PANAMERA,4EHYB,2.9-24V,Plug-in,DCT-8,S,E,G,5.0,74.0,1.0,A,,63.0,0.0,,,7.3,7.9,17.2,18.5,1.14,35.0,C,B,NÃO,DCT,8.0,Gasolina,7.57,,17.79,51-100,False,True
Esportivo,PORSCHE,PANAMERA,4EHYB (MY25),2.9-24V,Plug-in,DCT-8,S,E,G,3.0,20.0,1.0,A,,25.0,5.0,,,8.0,9.2,22.0,23.3,0.9,63.0,C,A,NÃO,DCT,8.0,Gasolina,8.54,,22.58,0-50,False,True
Esportivo,PORSCHE,PANAMERA,4SEHS,2.9-24V,Plug-in,DCT-8,S,E,G,4.0,66.0,1.0,A,,61.0,0.0,,,7.5,8.1,17.6,18.8,1.12,35.0,C,B,NÃO,DCT,8.0,Gasolina,7.77,,18.14,51-100,False,True
Esportivo,PORSCHE,PANAMERA,4SEHY,2.9-24V,Plug-in,DCT-8,S,E,G,4.0,66.0,1.0,A,,61.0,0.0,,,7.5,8.1,17.6,18.8,1.12,35.0,C,B,NÃO,DCT,8.0,Gasolina,7.77,,18.14,51-100,False,True
Esportivo,PORSCHE,PANAMERA,4SEHY (MY25),2.9-24V,Plug-in,DCT-8,S,E,G,4.0,24.0,1.0,A,,25.0,0.0,,,8.1,9.4,21.0,23.1,0.93,63.0,C,A,NÃO,DCT,8.0,Gasolina,8.68,,21.94,0-50,False,True
Esportivo,PORSCHE,PANAMERA,TSEHY,4.0-32V,Plug-in,DCT-8,S,E,G,3.0,80.0,1.0,A,,81.0,0.0,,,6.6,7.2,14.8,16.6,1.3,30.0,C,B,NÃO,DCT,8.0,Gasolina,6.87,,15.61,51-100,False,True
Esportivo,PORSCHE,TAYCAN,4CT,Elétrico,Elétrico,,S,E,E,0.0,0.0,0.0,A,,0.0,,,,,,23.0,22.1,0.9,273.0,C,A,NÃO,,,Elétrico,,,22.6,0-50,True,True
Esportivo,PORSCHE,TAYCAN,4CT (MY25),Elétrico,Elétrico,,S,E,E,0.0,0.0,0.0,A,,0.0,,,,,,30.0,28.5,0.69,415.0,A,A,NÃO,,,Elétrico,,,29.33,0-50,True,True
Esportivo,PORSCHE,TAYCAN,4GTS,Elétrico,Elétrico,,S,E,E,0.0,0.0,0.0,A,,0.0,,,,,,26.4,24.9,0.79,318.0,A,A,NÃO,,,Elétrico,,,25.72,0-50,True,True
Esportivo,PORSCHE,TAYCAN,4S,Elétrico,Elétrico,,S,E,E,0.0,0.0,0.0,A,,0.0,,,,,,23.0,22.7,0.89,241.0,C,A,NÃO,,,Elétrico,,,22.86,0-50,True,True
Esportivo,PORSCHE,TAYCAN,4S (MY25),Elétrico,Elétrico,,S,E,E,0.0,0.0,0.0,A,,0.0,,,,,,30.0,28.5,0.69,415.0,A,A,NÃO,,,Elétrico,,,29.33,0-50,True,True
Esportivo,PORSCHE,TAYCAN,4S CT,Elétrico,Elétrico,,S,E,E,0.0,0.0,0.0,A,,0.0,,,,,,24.9,23.7,0.83,300.0,B,A,NÃO,,,Elétrico,,,24.36,0-50,True,True
Esportivo,PORSCHE,TAYCAN,4S CT (MY25),Elétrico,Elétrico,,S,E,E,0.0,0.0,0.0,A,,0.0,,,,,,30.0,28.5,0.69,415.0,A,A,NÃO,,,Elétrico,,,29.33,0-50,True,True
Esportivo,PORSCHE,TAYCAN,TURBO,Elétrico,Elétrico,,S,E,E,0.0,0.0,0.0,A,,0.0,,,,,,24.6,23.8,0.84,281.0,B,A,NÃO,,,Elétrico,,,24.24,0-50,True,True
Esportivo,PORSCHE,TAYCAN,TURBO S,Elétrico,Elétrico,,S,E,E,0.0,0.0,0.0,A,,0.0,,,,,,23.5,22.9,0.87,278.0,C,A,NÃO,,,Elétrico,,,23.23,0-50,True,True
Esportivo,PORSCHE,TAYCAN,TURBO S (MY25),Elétrico,Elétrico,,S,E,E,0.0,0.0,0.0,A,,0.0,,,,,,30.7,30.2,0.67,425.0,A,A,NÃO,,,Elétrico,,,30.48,0-50,True,True
Esportivo,PORSCHE,TAYCAN,TURBOCT (MY25),Elétrico,Elétrico,,S,E,E,0.0,0.0,0.0,A,,0.0,,,,,,30.0,29.0,0.69,415.0,A,A,NÃO,,,Elétrico,,,29.55,0-50,True,True
Esportivo,PORSCHE,TAYCAN,,Elétrico,Elétrico,,S,E,E,0.0,0.0,0.0,A,,0.0,,,,,,22.4,23.5,0.89,286.0,C,A,NÃO,,,Elétrico,,,22.9,0-50,True,True
Esportivo,PORSCHE,TAYCAN (MY25),_,Elétrico,Elétrico,,S,E,E,0.0,0.0,0.0,A,,0.0,,,,,,33.7,32.0,0.62,393.0,A,A,NÃO,,,Elétrico,,,32.94,0-50,True,True
Extra Grande,AUDI,A4 Sedan,Prestige,2.0 - 16V,Combustão,DCT-7,S,E,G,20.0,86.0,1.0,A,,119.0,,,,10.5,12.5,,,1.93,,B,C,NÃO,DCT,7.0,Gasolina,11.4,,,101-150,False,False
Extra Grande,AUDI,A4 Sedan,S line,2.0 - 16V,Combustão,DCT-7,S,E,G,20.0,86.0,1.0,A,,119.0,,,,10.5,12.5,,,1.93,,B,C,NÃO,DCT,7.0,Gasolina,11.4,,,101-150,False,False
Extra Grande,AUDI,A4 Sedan Quattro,Prestige,2.0 - 16V,Combustão,DCT-7,S,E,G,17.0,102.0,0.0,A,,126.0,,,,9.7,12.2,,,2.05,,C,C,NÃO,DCT,7.0,Gasolina,10.82,,,101-150,False,False
Extra Grande,AUDI,A4 Sedan Quattro,S line,2.0 - 16V,Combustão,DCT-7,S,E,G,17.0,102.0,0.0,A,,126.0,,,,9.7,12.2,,,2.05,,C,C,NÃO,DCT,7.0,Gasolina,10.82,,,101-150,False,False
Extra Grande,AUDI,A5 Sportback,S line,2.0 - 16V,Combustão,DCT-7,S,E,G,22.0,95.0,1.0,A,,121.0,,,,10.3,12.4,,,1.96,,B,C,NÃO,DCT,7.0,Gasolina,11.24,,,101-150,False,False
Extra Grande,AUDI,A5 Sportback Quattro,Advanced,2.0 - 16V,Combustão,DCT-7,S,E,G,22.0,127.0,1.0,A,,124.0,,,,9.9,12.4,,,2.01,,C,C,NÃO,DCT,7.0,Gasolina,11.02,,,101-150,False,False
Extra Grande,AUDI,A5 Sportback Quattro,S line,2.0 - 16V,Combustão,DCT-7,S,E,G,22.0,127.0,1.0,A,,124.0,,,,9.9,12.4,,,2.01,,C,C,NÃO,DCT,7.0,Gasolina,11.02,,,101-150,False,False
Extra Grande,AUDI,Q5,PS line (ed. 0),2.0 - 16V,Combustão,DCT-7,S,E,G,21.0,102.0,3.0,A,,165.0,,,,7.6,9.2,,,2.69,,E,E,NÃO,DCT,7.0,Gasolina,8.32,,,151-200,False,False
